unix,elapsed_s,node,role,status,percent,online,total,retrying,cpu_pct,rss_mb
1783438171,1618,4,viewer,Syncing,0,6,6,0,0.7,49
1783438171,1618,5,viewer,Syncing,2,6,6,0,2.4,153
1783438201,1652,0,master,Healthy,100,6,6,0,4.6,90
1783438201,1652,1,master,Syncing,5,6,6,0,1.1,165
1783438201,1652,2,master,Syncing,0,6,6,0,1.0,49
1783438201,1652,3,viewer,Paused,0,6,6,0,5.0,139
1783438201,1652,4,viewer,Syncing,0,6,6,0,0.8,49
1783438201,1652,5,viewer,Syncing,2,6,6,0,2.9,153
1783438233,1682,0,master,Healthy,100,6,6,0,11.4,90
1783438233,1682,1,master,Syncing,5,6,6,0,0.6,165
1783438233,1682,2,master,Syncing,0,6,6,0,0.8,49
1783438233,1682,3,viewer,Paused,0,6,6,0,12.1,138
1783438233,1682,4,viewer,Syncing,0,6,6,0,0.9,49
1783438233,1682,5,viewer,Syncing,2,6,6,0,1.7,153
1783438263,1714,0,master,Healthy,100,6,6,0,14.0,85
1783438263,1714,1,master,Syncing,5,6,6,0,1.0,165
1783438263,1714,2,master,Syncing,0,6,6,0,0.8,49
1783438263,1714,3,viewer,Paused,0,6,6,0,13.9,139
1783438263,1714,4,viewer,Syncing,0,6,6,0,0.9,49
1783438263,1714,5,viewer,Syncing,2,6,6,0,2.7,153
1783438294,1744,0,master,Healthy,100,6,6,0,3.9,85
1783438294,1744,1,master,Syncing,5,6,6,0,1.9,165
1783438295,1744,2,master,Syncing,0,6,6,0,1.7,49
1783438295,1744,3,viewer,Paused,0,6,6,0,4.0,139
1783438295,1744,4,viewer,Syncing,0,6,6,0,1.1,49
1783438295,1744,5,viewer,Syncing,2,6,6,0,5.6,153
1783438325,1775,0,master,Healthy,100,6,6,0,2.9,85
1783438325,1775,1,master,Syncing,5,6,6,0,1.6,165
1783438325,1775,2,master,Syncing,0,6,6,0,1.1,49
1783438325,1775,3,viewer,Paused,0,6,6,0,2.9,139
1783438325,1775,4,viewer,Syncing,0,6,6,0,0.9,49
1783438325,1775,5,viewer,Syncing,2,6,6,0,3.2,153
1783438359,1808,0,master,Healthy,100,6,6,0,2.8,85
1783438359,1808,1,master,Syncing,5,6,6,0,2.2,166
1783438359,1808,2,master,Syncing,0,6,6,0,1.5,49
1783438359,1808,3,viewer,Paused,0,6,6,0,2.9,128
1783438359,1808,4,viewer,Syncing,0,6,6,0,1.1,49
1783438359,1808,5,viewer,Syncing,2,6,6,0,5.7,153
1783438389,1839,0,master,Healthy,100,6,6,0,4.3,85
1783438389,1839,1,master,Syncing,5,6,6,0,1.6,166
1783438389,1839,2,master,Syncing,0,6,6,0,1.1,49
1783438389,1839,3,viewer,Paused,0,6,6,0,3.4,128
1783438389,1839,4,viewer,Syncing,0,6,6,0,1.2,49
1783438389,1839,5,viewer,Syncing,2,6,6,0,4.5,153
1783438421,1870,0,master,Healthy,100,6,6,0,4.8,85
1783438438,1870,1,master,Syncing,5,6,6,0,2.1,166
1783438441,1870,2,master,Syncing,0,6,6,0,1.6,49
1783438441,1870,3,viewer,Paused,0,6,6,0,5.9,132
1783438441,1870,4,viewer,Syncing,0,6,6,0,1.7,49
1783438441,1870,5,viewer,Syncing,2,6,6,0,5.9,154
1783438471,1921,0,master,Healthy,100,6,6,0,2.2,85
1783438471,1921,1,master,Syncing,5,6,6,0,2.0,166
1783438471,1921,2,master,Syncing,0,6,6,0,2.1,49
1783438471,1921,3,viewer,Paused,0,6,6,0,3.0,132
1783438471,1921,4,viewer,Syncing,0,6,6,0,1.4,49
1783438471,1921,5,viewer,Syncing,2,6,6,0,3.8,154
1783438501,1951,0,master,Healthy,100,6,6,0,6.3,85
1783438501,1951,1,master,Syncing,5,6,6,0,2.8,166
1783438501,1951,2,master,Syncing,0,6,6,0,1.9,50
1783438501,1951,3,viewer,Paused,0,6,6,0,6.8,133
1783438501,1951,4,viewer,Syncing,0,6,6,0,1.2,49
1783438501,1951,5,viewer,Syncing,2,6,6,0,6.0,154
1783438531,1981,0,master,Healthy,100,6,6,0,4.7,85
1783438531,1981,1,master,Syncing,5,6,6,0,2.3,166
1783438531,1981,2,master,Syncing,0,6,6,0,1.1,50
1783438531,1981,3,viewer,Paused,0,6,6,0,4.6,133
1783438531,1981,4,viewer,Syncing,0,6,6,0,0.5,49
1783438531,1981,5,viewer,Syncing,2,6,6,0,4.2,154
1783438562,2012,0,master,Healthy,100,5,6,0,5.6,86
1783439130,2012,1,master,Syncing,5,5,6,0,1.3,166
1783439130,2012,2,master,Syncing,0,5,6,0,1.3,50
1783439486,2012,3,viewer,Paused,0,6,6,0,5.9,136
1783439486,2012,4,viewer,Syncing,0,5,6,0,1.4,49
1783439486,2012,5,viewer,Syncing,2,6,6,0,3.0,154
1783439523,2967,0,master,Healthy,100,6,6,0,6.1,87
1783439523,2967,1,master,Syncing,5,6,6,0,3.3,168
1783439523,2967,2,master,Syncing,0,6,6,0,1.6,52
1783439523,2967,3,viewer,Syncing,31,6,6,0,6.7,133
1783439523,2967,4,viewer,Syncing,0,6,6,0,1.2,50
1783439523,2967,5,viewer,Syncing,2,6,6,0,7.2,171
1783439553,3003,0,master,Healthy,100,6,6,0,15.3,87
1783439558,3003,1,master,Syncing,5,6,6,0,3.4,168
1783439562,3003,2,master,Syncing,0,6,6,0,1.6,53
1783439562,3003,3,viewer,Syncing,31,6,6,0,14.7,140
1783439562,3003,4,viewer,Syncing,0,6,6,0,1.5,50
1783439562,3003,5,viewer,Syncing,2,6,6,0,3.5,171
1783439593,3043,0,master,Healthy,100,6,6,0,25.5,87
1783439593,3043,1,master,Syncing,5,6,6,0,2.5,168
1783439593,3043,2,master,Syncing,0,6,6,0,1.3,53
1783439593,3043,3,viewer,Syncing,31,6,6,0,20.9,141
1783439593,3043,4,viewer,Syncing,0,6,6,0,1.3,50
1783439593,3043,5,viewer,Syncing,2,6,6,0,4.1,171
1783439623,3074,0,master,Healthy,100,6,6,0,22.5,87
1783439623,3074,1,master,Syncing,5,6,6,0,2.3,168
1783439623,3074,2,master,Syncing,0,6,6,0,1.5,53
1783439623,3074,3,viewer,Syncing,31,6,6,0,20.6,141
1783439623,3074,4,viewer,Syncing,0,6,6,0,0.8,50
1783439623,3074,5,viewer,Syncing,2,6,6,0,4.7,171
1783439654,3104,0,master,Healthy,100,6,6,0,39.1,87
1783439654,3104,1,master,Syncing,5,6,6,0,3.5,168
1783439654,3104,2,master,Syncing,0,6,6,0,1.1,53
1783439654,3104,3,viewer,Syncing,31,6,6,0,33.7,141
1783439654,3104,4,viewer,Syncing,0,6,6,0,1.1,50
1783439654,3104,5,viewer,Syncing,2,6,6,0,5.1,177
1783439684,3134,0,master,Healthy,100,6,6,0,42.2,88
1783439702,3134,1,master,Syncing,5,6,6,0,1.9,168
1783439704,3134,2,master,Syncing,0,6,6,0,1.5,53
1783439706,3134,3,viewer,Syncing,31,6,6,0,40.3,141
1783439706,3134,4,viewer,Syncing,0,6,6,0,1.1,50
1783439706,3134,5,viewer,Syncing,2,6,6,0,2.7,177
1783439740,3187,0,master,Healthy,100,6,6,0,16.0,87
1783439747,3187,1,master,Syncing,5,6,6,0,2.2,168
1783439748,3187,2,master,Syncing,0,6,6,0,1.6,53
1783439750,3187,3,viewer,Syncing,31,6,6,0,13.8,146
1783439750,3187,4,viewer,Syncing,0,6,6,0,1.0,50
1783439750,3187,5,viewer,Syncing,2,6,6,0,5.1,177
1783439781,3231,0,master,Healthy,100,6,6,0,18.1,87
1783439781,3231,1,master,Syncing,5,6,6,0,3.7,168
1783439781,3231,2,master,Syncing,0,6,6,0,2.6,53
1783439781,3231,3,viewer,Syncing,31,6,6,0,15.5,147
1783439781,3231,4,viewer,Syncing,0,6,6,0,1.2,50
1783439781,3231,5,viewer,Syncing,2,6,6,0,5.7,177
1783439811,3261,0,master,Healthy,100,6,6,0,8.4,87
1783439811,3261,1,master,Syncing,5,6,6,0,5.6,168
1783439811,3261,2,master,Syncing,0,6,6,0,1.0,53
1783439811,3261,3,viewer,Syncing,31,6,6,0,9.7,133
1783439811,3261,4,viewer,Syncing,0,6,6,0,1.1,50
1783439811,3261,5,viewer,Syncing,2,6,6,0,8.5,177
1783439841,3291,0,master,Healthy,100,6,6,0,7.1,87
1783439841,3291,1,master,Syncing,5,6,6,0,9.0,169
1783439841,3291,2,master,Syncing,0,6,6,0,1.5,53
1783439841,3291,3,viewer,Syncing,31,6,6,0,6.6,133
1783439841,3291,4,viewer,Syncing,0,6,6,0,0.6,50
1783439841,3291,5,viewer,Syncing,2,6,6,0,9.5,177
1783439871,3321,0,master,Healthy,100,6,6,0,7.5,87
1783439871,3321,1,master,Syncing,5,6,6,0,6.4,169
1783439871,3321,2,master,Syncing,0,6,6,0,2.6,53
1783439871,3321,3,viewer,Syncing,31,6,6,0,8.9,134
1783439871,3321,4,viewer,Syncing,0,6,6,0,2.1,50
1783439871,3321,5,viewer,Syncing,2,6,6,0,10.0,177
1783439901,3352,0,master,Healthy,100,6,6,0,5.4,87
1783439901,3352,1,master,Syncing,5,6,6,0,9.4,169
1783439901,3352,2,master,Syncing,0,6,6,0,2.5,53
1783439901,3352,3,viewer,Syncing,31,6,6,0,4.5,134
1783439901,3352,4,viewer,Syncing,0,6,6,0,1.0,50
1783439901,3352,5,viewer,Syncing,2,6,6,0,9.7,178
1783439931,3382,0,master,Healthy,100,6,6,0,3.6,87
1783439931,3382,1,master,Syncing,5,6,6,0,6.8,169
1783439931,3382,2,master,Syncing,0,6,6,0,1.8,53
1783439931,3382,3,viewer,Syncing,31,6,6,0,5.2,134
1783439931,3382,4,viewer,Syncing,0,6,6,0,1.1,50
1783439931,3382,5,viewer,Syncing,2,6,6,0,9.5,178
1783439962,3412,0,master,Healthy,100,6,6,0,6.4,87
1783439962,3412,1,master,Syncing,5,6,6,0,7.8,169
1783439962,3412,2,master,Syncing,0,6,6,0,1.9,53
1783439962,3412,3,viewer,Syncing,31,6,6,0,6.5,134
1783439962,3412,4,viewer,Syncing,0,6,6,0,0.8,50
1783439962,3412,5,viewer,Syncing,2,6,6,0,11.3,185
1783439992,3443,0,master,Healthy,100,6,6,0,3.6,87
1783439992,3443,1,master,Syncing,5,6,6,0,6.8,169
1783439992,3443,2,master,Syncing,0,6,6,0,1.5,53
1783439992,3443,3,viewer,Syncing,31,6,6,0,5.0,134
1783439992,3443,4,viewer,Syncing,0,6,6,0,1.0,50
1783439992,3443,5,viewer,Syncing,2,6,6,0,10.4,185
1783440023,3473,0,master,Healthy,100,6,6,0,2.7,87
1783440023,3473,1,master,Syncing,5,6,6,0,4.2,169
1783440023,3473,2,master,Syncing,0,6,6,0,2.0,53
1783440023,3473,3,viewer,Syncing,31,6,6,0,3.3,134
1783440023,3473,4,viewer,Syncing,0,6,6,0,1.0,50
1783440023,3473,5,viewer,Syncing,2,6,6,0,6.7,185
1783440053,3503,0,master,Healthy,100,6,6,0,1.5,87
1783440053,3503,1,master,Syncing,5,6,6,0,5.1,171
1783440053,3503,2,master,Syncing,0,6,6,0,2.1,54
1783440053,3503,3,viewer,Syncing,31,6,6,0,3.3,134
1783440053,3503,4,viewer,Syncing,0,6,6,0,1.0,50
1783440053,3503,5,viewer,Syncing,2,6,6,0,7.0,185
1783440083,3534,0,master,Healthy,100,6,6,0,1.1,87
1783440083,3534,1,master,Syncing,5,6,6,0,4.8,173
1783440083,3534,2,master,Syncing,0,6,6,0,1.7,54
1783440083,3534,3,viewer,Syncing,31,6,6,0,2.6,134
1783440083,3534,4,viewer,Syncing,0,6,6,0,1.0,50
1783440083,3534,5,viewer,Syncing,2,6,6,0,6.3,185
1783440113,3564,0,master,Healthy,100,6,6,0,1.2,87
1783440113,3564,1,master,Syncing,5,6,6,0,4.1,173
1783440113,3564,2,master,Syncing,0,6,6,0,2.0,54
1783440113,3564,3,viewer,Syncing,31,6,6,0,3.5,134
1783440113,3564,4,viewer,Syncing,0,6,6,0,0.8,50
1783440113,3564,5,viewer,Syncing,2,6,6,0,5.9,185
1783440144,3594,0,master,Healthy,100,6,6,0,1.8,87
1783440145,3594,1,master,Syncing,5,6,6,0,4.4,173
1783440145,3594,2,master,Syncing,0,6,6,0,1.2,54
1783440145,3594,3,viewer,Syncing,31,6,6,0,3.7,134
1783440145,3594,4,viewer,Syncing,0,6,6,0,0.5,50
1783440145,3594,5,viewer,Syncing,2,6,6,0,3.9,186
1783440176,3626,0,master,Healthy,100,6,6,0,2.9,87
1783440176,3626,1,master,Syncing,5,6,6,0,2.6,173
1783440176,3626,2,master,Syncing,0,6,6,0,1.6,54
1783440176,3626,3,viewer,Syncing,31,6,6,0,3.2,135
1783440176,3626,4,viewer,Syncing,0,6,6,0,1.1,50
1783440176,3626,5,viewer,Syncing,2,6,6,0,5.5,186
1783440206,3657,0,master,Healthy,100,6,6,0,14.1,87
1783440207,3657,1,master,Syncing,5,6,6,0,4.2,173
1783440207,3657,2,master,Syncing,0,6,6,0,1.3,54
1783440207,3657,3,viewer,Syncing,31,6,6,0,13.2,136
1783440207,3657,4,viewer,Syncing,0,6,6,0,0.8,50
1783440207,3657,5,viewer,Syncing,2,6,6,0,6.5,186
1783440237,3687,0,master,Healthy,100,6,6,0,25.9,87
1783440237,3687,1,master,Syncing,5,6,6,0,4.2,173
1783440237,3687,2,master,Syncing,0,6,6,0,2.0,54
1783440237,3687,3,viewer,Syncing,31,6,6,0,20.6,136
1783440237,3687,4,viewer,Syncing,0,6,6,0,1.3,50
1783440237,3687,5,viewer,Syncing,2,6,6,0,5.2,186
1783440267,3717,0,master,Healthy,100,6,6,0,9.8,87
1783440267,3717,1,master,Syncing,5,6,6,0,6.5,173
1783440267,3717,2,master,Syncing,0,6,6,0,2.3,54
1783440267,3717,3,viewer,Syncing,31,6,6,0,9.1,136
1783440267,3717,4,viewer,Syncing,0,6,6,0,0.8,50
1783440267,3717,5,viewer,Syncing,2,6,6,0,8.5,192
1783440297,3748,0,master,Healthy,100,6,6,0,20.9,87
1783440297,3748,1,master,Syncing,5,6,6,0,4.2,173
1783440297,3748,2,master,Syncing,0,6,6,0,1.8,54
1783440297,3748,3,viewer,Syncing,31,6,6,0,18.1,137
1783440297,3748,4,viewer,Syncing,0,6,6,0,1.1,50
1783440297,3748,5,viewer,Syncing,2,6,6,0,8.1,193
1783440328,3778,0,master,Healthy,100,6,6,0,6.1,87
1783440328,3778,1,master,Syncing,5,6,6,0,6.4,172
1783440328,3778,2,master,Syncing,0,6,6,0,1.5,54
1783440328,3778,3,viewer,Syncing,31,6,6,0,6.4,133
1783440328,3778,4,viewer,Syncing,0,6,6,0,0.9,50
1783440328,3778,5,viewer,Syncing,2,6,6,0,7.5,193
1783440358,3809,0,master,Healthy,100,6,6,0,9.0,87
1783440358,3809,1,master,Syncing,5,6,6,0,5.2,175
1783440358,3809,2,master,Syncing,0,6,6,0,2.2,54
1783440358,3809,3,viewer,Syncing,31,6,6,0,8.7,133
1783440358,3809,4,viewer,Syncing,0,6,6,0,1.2,50
1783440358,3809,5,viewer,Syncing,2,6,6,0,7.5,193
1783440389,3839,0,master,Healthy,100,6,6,0,4.5,87
1783440389,3839,1,master,Syncing,5,6,6,0,4.6,177
1783440389,3839,2,master,Syncing,0,6,6,0,1.9,55
1783440389,3839,3,viewer,Syncing,31,6,6,0,3.7,133
1783440389,3839,4,viewer,Syncing,0,6,6,0,1.4,50
1783440389,3839,5,viewer,Syncing,2,6,6,0,7.0,193
1783440419,3869,0,master,Healthy,100,6,6,0,4.5,87
1783440419,3869,1,master,Syncing,5,6,6,0,6.2,177
1783440419,3869,2,master,Syncing,0,6,6,0,2.3,55
1783440419,3869,3,viewer,Syncing,31,6,6,0,5.1,133
1783440419,3869,4,viewer,Syncing,0,6,6,0,1.3,50
1783440419,3869,5,viewer,Syncing,2,6,6,0,7.3,193
1783440451,3899,0,master,Healthy,100,6,6,0,1.7,87
1783440451,3899,1,master,Syncing,5,6,6,0,6.8,178
1783440451,3899,2,master,Syncing,0,6,6,0,1.3,55
1783440451,3899,3,viewer,Syncing,31,6,6,0,3.7,133
1783440451,3899,4,viewer,Syncing,0,6,6,0,0.9,50
1783440451,3899,5,viewer,Syncing,2,6,6,0,9.4,194
1783440481,3931,0,master,Healthy,100,6,6,0,4.4,87
1783440481,3931,1,master,Syncing,5,6,6,0,5.8,178
1783440481,3931,2,master,Syncing,0,6,6,0,1.2,55
1783440481,3931,3,viewer,Syncing,31,6,6,0,5.4,133
1783440481,3931,4,viewer,Syncing,0,6,6,0,0.7,50
1783440481,3931,5,viewer,Syncing,2,6,6,0,9.5,194
1783440511,3961,0,master,Healthy,100,6,6,0,9.6,87
1783440511,3961,1,master,Syncing,5,6,6,0,5.7,178
1783440511,3961,2,master,Syncing,0,6,6,0,2.3,55
1783440511,3961,3,viewer,Syncing,31,6,6,0,9.2,133
1783440511,3961,4,viewer,Syncing,0,6,6,0,0.8,50
1783440511,3961,5,viewer,Syncing,2,6,6,0,7.3,194
1783440541,3991,0,master,Healthy,100,6,6,0,10.6,87
1783440541,3991,1,master,Syncing,5,6,6,0,5.4,178
1783440541,3991,2,master,Syncing,0,6,6,0,1.0,55
1783440541,3991,3,viewer,Syncing,31,6,6,0,9.1,133
1783440541,3991,4,viewer,Syncing,0,6,6,0,0.7,50
1783440541,3991,5,viewer,Syncing,2,6,6,0,7.5,194
1783440571,4021,0,master,Healthy,100,6,6,0,12.6,87
1783440571,4021,1,master,Syncing,5,6,6,0,4.6,178
1783440571,4021,2,master,Syncing,0,6,6,0,2.4,55
1783440571,4021,3,viewer,Syncing,31,6,6,0,10.7,133
1783440571,4021,4,viewer,Syncing,0,6,6,0,0.8,50
1783440571,4021,5,viewer,Syncing,2,6,6,0,7.1,200
1783440601,4052,0,master,Healthy,100,6,6,0,10.5,87
1783440601,4052,1,master,Syncing,5,6,6,0,7.1,178
1783440601,4052,2,master,Syncing,0,6,6,0,1.3,55
1783440601,4052,3,viewer,Syncing,31,6,6,0,11.0,133
1783440601,4052,4,viewer,Syncing,0,6,6,0,0.7,50
1783440601,4052,5,viewer,Syncing,2,6,6,0,8.1,201
1783440631,4082,0,master,Healthy,100,6,6,0,9.3,87
1783440631,4082,1,master,Syncing,5,6,6,0,5.5,178
1783440631,4082,2,master,Syncing,0,6,6,0,1.1,55
1783440631,4082,3,viewer,Syncing,31,6,6,0,9.5,133
1783440631,4082,4,viewer,Syncing,0,6,6,0,1.2,50
1783440631,4082,5,viewer,Syncing,2,6,6,0,6.9,201
1783440662,4112,0,master,Healthy,100,6,6,0,11.2,87
1783440662,4112,1,master,Syncing,5,6,6,0,6.3,181
1783440662,4112,2,master,Syncing,0,6,6,0,2.5,55
1783440662,4112,3,viewer,Syncing,31,6,6,0,10.1,133
1783440662,4112,4,viewer,Syncing,0,6,6,0,1.4,50
1783440662,4112,5,viewer,Syncing,2,6,6,0,10.5,201
1783440692,4142,0,master,Healthy,100,6,6,0,8.6,87
1783440692,4142,1,master,Syncing,5,6,6,0,5.1,184
1783440692,4142,2,master,Syncing,0,6,6,0,1.3,55
1783440692,4142,3,viewer,Syncing,31,6,6,0,8.8,133
1783440692,4142,4,viewer,Syncing,0,6,6,0,0.8,50
1783440692,4142,5,viewer,Syncing,2,6,6,0,7.8,202
1783440722,4172,0,master,Healthy,100,6,6,0,12.3,87
1783440722,4172,1,master,Syncing,5,6,6,0,4.6,184
1783440722,4172,2,master,Syncing,0,6,6,0,1.9,55
1783440722,4172,3,viewer,Syncing,31,6,6,0,10.7,133
1783440722,4172,4,viewer,Syncing,0,6,6,0,1.3,50
1783440722,4172,5,viewer,Syncing,2,6,6,0,6.6,202
1783440752,4202,0,master,Healthy,100,6,6,0,12.0,87
1783440752,4202,1,master,Syncing,5,6,6,0,6.2,184
1783440752,4202,2,master,Syncing,0,6,6,0,1.7,55
1783440752,4202,3,viewer,Syncing,31,6,6,0,10.8,133
1783440752,4202,4,viewer,Syncing,0,6,6,0,0.6,50
1783440752,4202,5,viewer,Syncing,2,6,6,0,8.1,202
1783440782,4233,0,master,Healthy,100,6,6,0,9.5,87
